loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
6800,6800,6800, 36 months,10.72,221.73,B,B2,Retail Manager,9 years,OWN,46000,Not Verified,Dec-18,Current,major_purchase,Major purchase,013xx,MA
15000,15000,15000, 36 months,7.02,463.3,A,A2,Sales,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,752xx,TX
1200,1200,1200, 36 months,26.31,48.55,E,E4,Business Development Manager,5 years,RENT,55000,Not Verified,Dec-18,Current,vacation,Vacation,217xx,MD
20000,20000,20000, 36 months,7.02,617.73,A,A2,International Marketing Coordinator,10+ years,MORTGAGE,53000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,352xx,AL
7500,7500,7500, 36 months,7.56,233.51,A,A3,Sales manager,2 years,MORTGAGE,125000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,064xx,CT
40000,40000,40000, 60 months,8.19,814.7,A,A4,Assistant store manager,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,463xx,IN
7000,7000,7000, 36 months,16.14,246.59,C,C4,Attorney,2 years,RENT,110000,Source Verified,Dec-18,Current,home_improvement,Home improvement,100xx,NY
25000,25000,25000, 36 months,23.4,972.97,,,5th Grade Teacher,7 years,MORTGAGE,44000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,834xx,ID
11000,11000,11000, 36 months,8.81,348.83,A,A5,Teacher,10+ years,MORTGAGE,129000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,950xx,CA
20000,20000,20000, 60 months,13.56,460.82,C,C1,Laborer ,10+ years,MORTGAGE,150000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,609xx,IL
36000,36000,36000, 60 months,19.92,952.18,D,D3,School Teacher,1 year,RENT,50000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,206xx,MD
6500,6500,6500, 36 months,7.56,202.37,,,President ,10+ years,RENT,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,486xx,MI
9000,9000,9000, 36 months,8.19,282.82,A,A4,Security Analyst,7 years,MORTGAGE,55000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,751xx,TX
9600,9600,9600, 36 months,17.97,346.92,D,D1,Data Analyst,10+ years,MORTGAGE,109000,Source Verified,Dec-18,Current,other,Other,956xx,CA
8000,8000,8000, 36 months,8.81,253.7,A,A5,supervisor-inventory and training,10+ years,MORTGAGE,91000,Not Verified,Dec-18,Current,home_improvement,Home improvement,282xx,NC
25000,25000,25000, 36 months,10.72,815.16,B,B2,Operation Manager,10+ years,RENT,110000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,191xx,PA
16000,16000,16000, 60 months,12.98,363.89,,,Operator,10+ years,RENT,80000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,970xx,OR
11000,11000,11000, 36 months,10.72,358.67,B,B2,Teacher,10+ years,OWN,48000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,785xx,TX
12000,12000,12000, 60 months,10.72,259.24,B,B2,,,OWN,22000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,087xx,NJ
40000,40000,40000, 60 months,10.72,864.13,B,B2,General manager,10+ years,MORTGAGE,125000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,928xx,CA
10000,10000,10000, 36 months,8.19,314.25,A,A4,Customer Service Agent,10+ years,OWN,50000,Source Verified,Dec-18,Fully Paid,other,Other,791xx,TX
4500,4500,4500, 36 months,16.91,160.24,C,C5,Sales consultant ,3 years,RENT,51000,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,551xx,MN
36000,36000,36000, 36 months,7.02,1111.91,A,A2,,< 1 year,MORTGAGE,84629,Verified,Dec-18,Current,home_improvement,Home improvement,787xx,TX
10000,10000,10000, 36 months,10.33,324.23,B,B1,Director,4 years,RENT,153000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,804xx,CO
3000,3000,2975, 36 months,8.81,95.14,A,A5,Auto tech,4 years,,27996,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,629xx,IL
40000,40000,40000, 60 months,13.56,921.64,C,C1,Maintenance Welder,7 years,RENT,70000,,Dec-18,Current,debt_consolidation,Debt consolidation,908xx,CA
25000,25000,25000, 36 months,15.02,866.88,C,C3,Registered nurse,< 1 year,,58812,,Dec-18,Current,debt_consolidation,Debt consolidation,373xx,TN
3500,3500,3500, 36 months,6.46,107.21,A,A1,Data Specialist,< 1 year,RENT,95000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,941xx,CA
12975,12975,12975, 36 months,17.97,468.89,D,D1,Assistant Administrator,4 years,MORTGAGE,50000,Verified,Dec-18,Current,credit_card,Credit card refinancing,346xx,FL
12000,12000,12000, 36 months,6.46,367.57,A,A1,Associate,< 1 year,RENT,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,073xx,NJ
15000,15000,15000, 36 months,11.31,493.29,B,B3,Owner ,10+ years,RENT,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
10800,10800,10800, 36 months,6.46,330.82,A,A1,,,RENT,27500,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
7200,7200,7200, 36 months,11.8,238.46,B,B4,,,MORTGAGE,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,481xx,MI
10000,10000,10000, 36 months,16.14,352.27,C,C4,Regional Coordinator ,10+ years,MORTGAGE,40000,Source Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,427xx,KY
40000,40000,40000, 36 months,6.46,1225.24,A,A1,Lead,10+ years,MORTGAGE,155000,,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
26500,26500,26500, 60 months,17.97,672.5,D,D1,Compliance Officer,10+ years,MORTGAGE,82224,,Dec-18,Current,debt_consolidation,Debt consolidation,352xx,AL
20000,20000,20000, 36 months,7.56,622.68,A,A3,Foreman,10+ years,MORTGAGE,81000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
25000,25000,25000, 60 months,10.33,535.25,B,B1,,< 1 year,MORTGAGE,145000,Not Verified,Dec-18,Current,home_improvement,Home improvement,786xx,TX
31975,31975,31975, 36 months,11.8,1058.98,B,B4,Project Manager,7 years,MORTGAGE,96000,Verified,Dec-18,Current,home_improvement,Home improvement,086xx,NJ
10000,10000,10000, 60 months,12.98,227.43,B,B5,,,OWN,25000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,286xx,NC
10000,10000,10000, 36 months,13.56,339.65,C,C1,Office Manager,2 years,MORTGAGE,67500,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,554xx,MN
20000,20000,20000, 60 months,16.14,487.86,C,C4,Range Specialist,10+ years,RENT,82000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,586xx,ND
6300,6300,6300, 36 months,8.19,197.98,A,A4,"Sr Director, Volunteer Programs",7 years,,89100,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,752xx,TX
38000,38000,38000, 60 months,13.56,875.55,C,C1,Metrology Manager,2 years,MORTGAGE,,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,017xx,MA
15000,15000,15000, 60 months,16.14,365.89,C,C4,,,,35000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,550xx,MN
1800,1800,1800, 36 months,10.33,58.37,B,B1,Transcription assistant,< 1 year,RENT,32000,Source Verified,Dec-18,Current,other,Other,629xx,IL
16000,16000,16000, 60 months,16.14,390.29,C,C4,Class A Driver/laborer,3 years,,45000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,027xx,MA
40000,40000,40000, 36 months,16.14,1409.05,C,C4,Automotive Marketing Account Manager,2 years,MORTGAGE,75000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,068xx,CT
20500,20500,20500, 60 months,8.19,417.54,,,Audit Director,10+ years,RENT,91000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,231xx,VA
35000,35000,35000, 36 months,16.91,1246.28,C,C5,Mortgage Underwriter,5 years,,85000,Verified,Dec-18,Current,credit_card,Credit card refinancing,891xx,NV
20000,20000,20000, 36 months,14.47,688.13,,,Engineer,10+ years,MORTGAGE,175000,Source Verified,Dec-18,Current,home_improvement,Home improvement,800xx,CO
14000,14000,14000, 60 months,15.02,333.21,C,C3,Patrol Officer,1 year,MORTGAGE,48893,Not Verified,Dec-18,Current,other,Other,338xx,FL
30000,30000,30000, 36 months,15.02,1040.26,C,C3,Sales manager ,7 years,MORTGAGE,225000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,087xx,NJ
9000,9000,9000, 36 months,17.97,325.24,D,D1,Mechanic ,3 years,RENT,45000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,935xx,CA
35000,35000,35000, 36 months,8.19,1099.85,A,A4,Driver /mechanic,9 years,MORTGAGE,60000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,559xx,MN
34400,34400,34400, 60 months,16.14,839.11,C,C4,Sales Assistant,10+ years,,90000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,100xx,NY
19575,19575,19575, 36 months,11.8,648.31,B,B4,Manager,7 years,MORTGAGE,56000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,799xx,TX
7000,7000,7000, 36 months,8.19,219.97,A,A4,General Manager,2 years,OWN,35000,Not Verified,Dec-18,Current,medical,Medical expenses,747xx,OK
21000,21000,21000, 60 months,22.35,584.19,D,D5,Mechanical Designer,1 year,RENT,65000,Verified,Dec-18,Current,major_purchase,Major purchase,238xx,VA
4900,4900,4900, 36 months,14.47,168.6,C,C2,Teacher,5 years,RENT,50000,Verified,Dec-18,Current,other,Other,328xx,FL
3000,3000,3000, 36 months,13.56,101.9,C,C1,Eligibility Worker III,10+ years,RENT,60000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,939xx,CA
8000,8000,8000, 36 months,8.19,251.4,A,A4,Police officer,10+ years,MORTGAGE,90000,,Dec-18,Current,credit_card,Credit card refinancing,481xx,MI
40000,40000,40000, 36 months,7.56,1245.36,A,A3,Financial advisor ,2 years,MORTGAGE,300000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,200xx,DC
30000,30000,30000, 60 months,15.02,714.02,C,C3,billing specialist,10+ years,MORTGAGE,135000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,834xx,ID
5400,5400,5400, 36 months,10.72,176.08,B,B2,Pastor,10+ years,OWN,56000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,855xx,AZ
8000,8000,8000, 36 months,6.46,245.05,A,A1,Client Specialist Development,2 years,RENT,47000,,Dec-18,Current,credit_card,Credit card refinancing,104xx,NY
5000,5000,5000, 36 months,23.4,194.6,E,E1,Counsellor,1 year,,25000,Source Verified,Dec-18,Current,major_purchase,Major purchase,921xx,CA
7000,7000,7000, 36 months,15.02,242.73,C,C3,Personal care assistant,10+ years,MORTGAGE,55000,,Dec-18,Current,medical,Medical expenses,996xx,AK
18000,18000,18000, 36 months,7.56,560.41,A,A3,Digital Solutions Manager,5 years,MORTGAGE,105000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,958xx,CA
1000,1000,1000, 36 months,23.4,38.92,E,E1,,,,19110.59,Verified,Dec-18,Fully Paid,other,Other,741xx,OK
8400,8400,8400, 36 months,7.56,261.53,A,A3,Environmental Scientist,< 1 year,RENT,59000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,064xx,CT
25000,25000,25000, 60 months,8.81,516.66,,,dev ops engineer  ,1 year,RENT,115000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,023xx,MA
5000,5000,5000, 36 months,8.19,157.13,A,A4,Property Management,1 year,RENT,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
25000,25000,25000, 60 months,16.91,620.11,C,C5,ACCOUNT MANAGER,< 1 year,MORTGAGE,167000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
40000,40000,40000, 60 months,10.33,856.4,B,B1,Lead Genius,10+ years,RENT,150000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,921xx,CA
1500,1500,1500, 36 months,27.27,61.46,E,E5,Refrigeration assembler ,6 years,OWN,31200,Verified,Dec-18,Current,other,Other,180xx,PA
6000,6000,6000, 36 months,10.33,194.54,B,B1,Transportation Mechanic Helper,2 years,RENT,28000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,334xx,FL
3000,3000,3000, 36 months,27.27,122.92,E,E5,Labor Relations Representative,10+ years,RENT,87341,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,120xx,NY
19500,19500,19500, 36 months,8.81,618.38,A,A5,Paralegal,10+ years,MORTGAGE,57000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,378xx,TN
30000,30000,30000, 60 months,10.33,642.3,B,B1,Lead Account Manager,7 years,RENT,94450,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,232xx,VA
15000,15000,15000, 36 months,18.94,549.39,D,D2,School bus driver ,10+ years,RENT,67000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,926xx,CA
20000,20000,20000, 36 months,16.14,704.53,C,C4,,,RENT,38624,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,087xx,NJ
1000,1000,1000, 36 months,23.4,38.92,E,E1,Project Manager,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,325xx,FL
20000,20000,20000, 60 months,19.92,528.99,D,D3,Physician Assistant,8 years,,112000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,019xx,MA
5000,5000,5000, 36 months,8.19,157.13,A,A4,Industry Sales Manager ,1 year,RENT,80000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
2000,2000,2000, 36 months,8.81,63.43,A,A5,Manager,4 years,MORTGAGE,28000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,296xx,SC
15000,15000,15000, 36 months,8.81,475.68,A,A5,ILS Specialist IV,10+ years,MORTGAGE,87000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,018xx,MA
25000,25000,25000, 36 months,6.46,765.77,A,A1,,< 1 year,MORTGAGE,160000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,024xx,MA
35000,35000,35000, 60 months,15.02,833.02,C,C3,Teacher,10+ years,MORTGAGE,109000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,956xx,CA
25000,25000,25000, 36 months,7.02,772.16,A,A2,Managing Partner,3 years,MORTGAGE,180000,Not Verified,Dec-18,Fully Paid,car,Car financing,740xx,OK
32000,32000,32000, 60 months,15.02,761.62,C,C3,Operations Coordinator,10+ years,RENT,62000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,307xx,GA
15000,15000,15000, 36 months,8.19,471.37,A,A4,Teachers assistant ,4 years,MORTGAGE,72000,Not Verified,Dec-18,Current,house,Home buying,113xx,NY
19000,19000,19000, 36 months,6.46,581.99,A,A1,LPN,8 years,RENT,45000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,662xx,KS
20000,20000,20000, 36 months,18.94,732.52,D,D2,Poker Dealer,2 years,OWN,60000,Source Verified,Dec-18,Current,home_improvement,Home improvement,191xx,PA
10000,10000,10000, 36 months,14.47,344.07,C,C2,Customer Service Engineer,10+ years,RENT,100000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
20000,20000,20000, 36 months,10.72,652.13,B,B2,Legal Assistant,5 years,MORTGAGE,47000,Not Verified,Dec-18,Current,other,Other,989xx,WA
15000,15000,15000, 36 months,11.31,493.29,B,B3,OPERATION OFFICER,10+ years,RENT,102000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,640xx,MO
7800,7800,7800, 36 months,11.31,256.51,B,B3,professor,10+ years,MORTGAGE,100000,,Dec-18,Current,other,Other,112xx,NY
5000,5000,5000, 36 months,10.33,162.12,B,B1,Police Officer,10+ years,MORTGAGE,118964,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,066xx,CT
10000,10000,10000, 36 months,14.47,344.07,C,C2,Nurse,1 year,OWN,36000,Verified,Dec-18,Current,home_improvement,Home improvement,778xx,TX
28000,28000,28000, 60 months,13.56,645.15,C,C1,Production/Electrical Manager,10+ years,MORTGAGE,108000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,601xx,IL
25000,25000,25000, 60 months,8.19,509.19,A,A4,Solutions Engineer ,2 years,MORTGAGE,130000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,460xx,IN
15000,15000,15000, 36 months,8.19,471.37,A,A4,"Manager, Service and Support",4 years,,60000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,600xx,IL
22000,22000,22000, 60 months,8.19,448.09,A,A4,Teacher,10+ years,RENT,61000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,481xx,MI
36000,36000,36000, 60 months,10.72,777.71,B,B2,electrician ,10+ years,MORTGAGE,94000,Verified,Dec-18,Current,credit_card,Credit card refinancing,557xx,MN
35000,35000,35000, 36 months,8.19,1099.85,A,A4,VP Demand Planning and Forecasting,10+ years,MORTGAGE,120000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,015xx,MA
10000,10000,10000, 60 months,13.56,230.41,,,e-Service Rep,4 years,RENT,53000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,075xx,NJ
16000,16000,16000, 36 months,13.56,543.43,C,C1,Registered Nurse,7 years,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,275xx,NC
20000,20000,20000, 60 months,12.98,454.86,B,B5,food and beverage hostess,10+ years,,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,347xx,FL
8000,8000,8000, 36 months,6.46,245.05,A,A1,Outpatient Coding Specialist,7 years,RENT,103000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,951xx,CA
7000,7000,7000, 36 months,6.46,214.42,A,A1,Bartender/server,8 years,RENT,40000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,816xx,CO
20000,20000,20000, 36 months,20.89,752.38,,,,,OWN,22800,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,856xx,AZ
14000,14000,14000, 36 months,16.91,498.52,C,C5,,< 1 year,RENT,38400,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,370xx,TN
11000,11000,11000, 36 months,12.98,370.53,B,B5,manager,2 years,RENT,,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,341xx,FL
29750,29750,29750, 60 months,16.14,725.68,C,C4,Investigator (Public Defender's Office),5 years,,73800,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
13000,13000,13000, 36 months,23.4,505.95,E,E1,Computer lab manager ,10+ years,,32000,,Dec-18,Current,debt_consolidation,Debt consolidation,785xx,TX
6000,6000,6000, 36 months,15.02,208.06,C,C3,ramp service,10+ years,,130000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,800xx,CO
25600,25600,25600, 60 months,14.47,601.93,C,C2,correction police officer,10+ years,MORTGAGE,92000,,Dec-18,Current,debt_consolidation,Debt consolidation,078xx,NJ
10000,10000,10000, 36 months,15.02,346.76,C,C3,Fulfillment Specialist,3 years,RENT,29000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,431xx,OH
39500,39500,39500, 60 months,8.19,804.52,A,A4,Teacher ,10+ years,RENT,88000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,911xx,CA
17500,17500,17500, 60 months,11.8,387.52,B,B4,Financial Adviser ,2 years,MORTGAGE,165000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,402xx,KY
30000,30000,30000, 60 months,10.33,642.3,B,B1,,< 1 year,MORTGAGE,160000,Source Verified,Dec-18,Current,other,Other,809xx,CO
8000,8000,8000, 36 months,23.4,311.35,E,E1,,,MORTGAGE,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,346xx,FL
10000,10000,10000, 36 months,8.81,317.12,A,A5,Licensing Investigator,7 years,OWN,38259,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,391xx,MS
